,Characters,Quotes,Scenes
12191,Vogel,"What a beautiful gigantic eye you ha--  Well, come on in.",1098
12192,Hooded Figure #1,Keep quiet so she doesn't hear us.,1099
12193,Hooded Figure #2,What's there to talk about?,1099
12194,Hooded Figure #1,Sh!,1099
12195,Leela,Hands up!  Tentacles too!,1099
12196,Hooded Figure #1,"Don't say anything stupid, Morris.",1099
12197,Leela,What is all this?  Am I a game to you? Or some kind of even more boring Truman Show? Do you believe I'm you Messiah? Your Mutant Dalai Lama? Stop me if I guess it!,1099
12198,Hooded Figure #2,"Well, actually, there--",1099
12199,Hooded Figure #1,Morris! Sh!,1099
12200,Leela,"How did you get this bracelet? Did you steal it from me when I was a baby? Or from my parents? You robbed my parents, didn't you? I bet you sick mutants killed them. My parents were confused aliens lost on Earth and you killed them! Is that it? Admit it!",1099
12201,Hooded Figure #2,Yes. We killed them.,1099
12202,Hooded Figure #1,You guessed the truth.,1099
12203,Leela,Because of you I'll never know my parents. I'll kill you!,1099
12204,Hooded Figure #1,That would be best.,1099
12205,Fry,"Stop!  Thanks, Bender! Don't do it, Leela!",1099
12206,Leela,They killed my parents!,1099
12207,Fry,Close.,1099
12208,Leela,They are my parents.,1099
12209,Munda,Yes.,1099
12210,Fry,I had the Professor analyse the Alienese letter that was found with you.,1099
12211,Leela,What does it say?,1099
12212,Fry,I 'unno. But the analysis showed it was printed on recycled toilet paper. A squeezably soft paper used mainly in the sewers.,1099
12213,Munda,"It says, ""Your parents love you very much"".",1099
12214,Morris,We still do.,1099
12215,Leela,"So, I'm not an alien? I'm a mutant.",1099
12216,Morris,We never wanted you to know. You deserved a better life.,1099
12217,Munda,You must despise us.,1099
12218,Leela,This is the happiest moment of my life.,1099
12219,Bender,Aw!,1099
12220,[Scene,Ships Cockpit. Fry and Leela sit at their stations. Bender stands at the back of the room by a port that looks like the HAL 9000 ports from,1100
12221,Bender,"You are one narrow minded spaceship, Planet Express Ship.",1100
12222,Ship,"Whoa, whoa! Why should my tax money pay for art I find offensive?",1100
12223,Bender,Would you censor the Venus de Venus just because you can see her spewers?,1100
12224,Ship,"Oh, it's filthy! Why not create a national endowment for strip clubs while we're at it?",1100
12225,Bender,"Why not, indeed?",1100
12226,Leela,Bender! Ship! Stop bickering or I'm gonna come back there and change your opinions manually.,1100
12227,Bender,Fine! I'll be in my quarters appreciating controversial artworks.,1100
12228,Ship,Oops! Sorry!,1100
12229,Bender,"Ah, that Ship is so white bread!",1101
12230,Hermes,"People, it's Valentine's Day next week, so your beloved company has gotten you all new uniforms.",1101
12231,Amy,Clool!,1101
12232,Zoidberg,"Clothing, delicious clothing!",1101
12233,Farnsworth,"We'll need to look our best if we're to get the account of our new potential customer, Romanticorp.",1101
12234,Amy,Romanticorp? Are they a corporation that makes romantic stuff?,1101
12235,Hermes,"Very good, Amy!",1101
12236,Farnsworth,Everyone suit up. We're off to the most romantic city on Earth!,1101
12237,Farnsworth,"Remember, we've got to show these people we're not bitter husks of human beings who long ago abandoned hope of finding love in this lifetime. Leela, you'll have to do some acting.",1102
12238,Leela,Check!,1102
12239,Sheldon,"Welcome. Oh, I'm just so excited!  I'm Sheldon, and this is my chief financial officer, Gwen.",1102
12240,Gwen,For 30 years we've shared the adventure of managing Romanticorp.,1102
12241,Sheldon,Not to mention the adventure of marriage.,1102
12242,Leela,"Oh, you have got to be kidding!  Ow! I mean, ""Aww dat's show shweet!""",1102
12243,Farnsworth,"You know, romance is an important part of our work too. Uh, right, everyone?",1103
12244,Leela,"Yeah, sure.",1103
12245,Bender,"Oh, sure.",1103
12246,Sheldon,Do any of you collect Lovey Bears?,1103
12247,Amy,I do! Kif's given me dozens. Is it true what the ad says? That you kiss them together out of blanket cloth and magic buttons?,1103
12248,Gwen,No.,1103
12249,Sheldon,It's actually cheaper to genetically engineer real ones.  They frolic in the Lovey Forest until their first birthday. Then we choose the cuddly-uddliest ones and stuff them full of fire-retardant love fluff!,1103
12250,Amy,So cute!,1103
12251,Gwen,Knowing which pickup lines fizzle and which ones sizzle keeps us on the cutting edge of flirtation technology.,1104
12252,Frame #1,Is heaven missing an angel? 'Cause you've got nice cans!,1104
12253,Frame #2,My two favourite things are commitment and changing myself.,1104
12254,Leela,Does that dummy have a brother?,1104
12255,Sheldon,"And now, friends and lovers, we come to the heart of our operation. Pun definitely intended!",1105
12256,Hermes,Impressive!,1105
12257,Gwen,My family has been making these hearts since the 1900s. Tastes may have changed but our secret recipe sure hasn't.,1105
12258,Fry,"Whoa! Letters like ""U"" and ""R"" can mean words like ""You"" and ""Are"". Here, Leela, ""U-R-2 Cute"".",1105
12259,Leela,Perhaps. What's your point?,1105
12260,Fry,"I've never been able to put into words how I feel about you. But somewhere among these trillions of hearts, those words must already exist. And I'm gonna find them.",1105
12261,Farnsworth,"So, do we have the contract?",1105
12262,Farnsworth,"With that big new Romanticorp contract, I've been able to make those government-mandated upgrades you've all been suing me about.",1106
12263,Leela,"Ooh, look! You taped up the cracks in the dark matter reactor.",1106
12264,Fry,And you got a cage for the lion!,1106
12265,Bender,"Hey, who's been messing with the radio? This isn't alternative rock, it's college rock!",1106
12266,Farnsworth,"Oh, it must have been the ship's new improved personality software I installed.",1106
12267,Ship,"Yeah, it was me. It's a cute song.",1106
12268,Bender,"Listen, Ship! No one changes my stations! I hope you have a good mechanic!",1106
12269,Farnsworth,It even comes with an adjustable voice.,1106
12270,Ship,"Remember, Bender? That was the deal.",1106
12271,Bender,What? Did you just say--,1106
12272,Ship,"If you don't like the stations you could just ... play with my buttons till you find something we both enjoy.  Oh, gosh! That came out all wrong!",1106
12273,Bender,"Too late, baby, you said it! So, what'll it be? My place ... or you?",1106
12274,Fry,"Before we deliver these hearts, I'm gonna find the one that sums up my feelings for you.  ""I Love You."" Hmm, too conventional. ""You're My Man."" Ooh, so close!",1106
12275,Leela,"I'm not impressed by a guy's message, Fry, I'm impressed by the guy. Or not.",1106
12276,Fry,Whoa!,1106
12277,Leela,What was that?,1106
12278,Fry,Maybe we hit a space cow.,1106
12279,Bender,"Coochie, coochie!",1106
12280,Ship,Stop it! You're mussing up my trajectory!,1106
12281,Bender,"You know you love it, sugar-engine!",1106
12282,Ship,No!,1106
12283,Leela,Bender!  Planet Express Ship! Cover your shame.,1106
12284,Ship,"It's not what it looks like. Uh, Bender was just helping me ... zip up my turbine.",1106
12285,Fry,"Wow, Bender. Are you and the ship an item? I mean I know you're both items but-- How can you date a ship anyway? It'd be like me dating a really fat lady. And living inside her. And she'd be all like--",1106
12286,Bender,"Fry, in order for me to get busy at maximum efficiency, I need a girl with a big 400-ton booty.",1106
12287,Leela,"Bender, dating your co-worker and primary mode of transportation is immoral, illogical and a violation of interstellar shipping statute 437-B.",1106
12288,Bender,That's what makes it so nasty!,1106
12289,Leela,"Still, given the chance, I'd give in to urges far more shocking.",1106
12290,[Montage,Bender sings,1106
12291,Bender,,1106
12292,Bender,"I'm half crazy,All for the love of you,It won't be a stylish marriage,",1106
12293,Bender,"I can't afford a carriage,",1106
12294,Bender,"But you'll look sweet,Upon the seat,Of a bicycle built for two.",1106
12295,Bender,"Well, I'm sick of her.",1108
12296,Fry,The ship? But you just started dating.,1108
12297,Bender,"With my mighty robot powers, I can get sick of things much quicker than you humans.",1108
12298,Leela,Well just remember we all still have to work together. So try and let her down easy.,1108
12299,Bender,"In due time, Leela. But for now I'll just resume dating cheap floozies on the side.",1108
12300,Fry,You have much to teach us.,1108
12301,Leela,Doesn't it bother you even a little to be taking advantage of your girlfriend's trust?,1108
12302,Bender,"Oh, wait, you're serious. Let me laugh even harder.",1108
12303,Fembot #1,What's it like being a lawyer for the Mayor's office and also the world's strongest millionaire?,1109
12304,Bender,"Well, baby, for starters you need to be honest all the time!",1109
12305,Elzar,"Good evening, Bender. And to your lady friends may I say, ""Bam""!",1109
12306,Fembot #2,You know Elzar?,1109
12307,Ship,Hm.,1109
12308,Fry,Huh?  Planet Express Ship? Is that you?,1110
12309,Ship,"Oh. Hi, Fry. Is Bender home?",1110
12310,Fry,"Uh, no. Um, I think he's at his parents'.",1110
12311,Ship,"Oh, I see. He didn't fly there in another spaceship did he?",1110
12312,Fry,"Bender? No! He's an old-fashioned one-spaceship robot. Look, I'll tell him you stopped by, K?",1110
12313,Ship,"OK.  Oh. Hi, Fry. Is he home now?",1110
12314,Ship,"Of all the zoos we've been to today, I like this one the best. Bender, which is your favourite nocturnal rat?",1111
12315,Bender,"Eh, they're all pretty unimpressive.",1111
12316,Ship,"Oh, honey, look! The tapirs!  It says here the babies lose their pyjama-like coat after their first year. Isn't that interesting, honey?",1111
12317,Bender,Yep. Mind-numbingly interesting. Ooh!,1111
12318,Ship,Bender! Are you looking at other women?,1111
12319,Bender,"No, baby, never!",1111
12320,Ship,"Bender, don't lie! I saw you at Elzar's with those two ladies of the evening. Explain that!",1111
12321,Bender,"OK, I like a challenge.  Ah, I got it! I'm going to be completely honest with you, Planet Express Ship. Those women you saw me with ... were my accountants.",1111
12322,Ship,"Your accountants? Oh, I would dearly love to believe that were true. So I do.",1111
12323,Bender,Phew!,1111
12324,Ship,I'm gonna go home and get dinner started.,1111
12325,Liu,Who are you talking to?,1111
12326,Bender,"No one, baby! Lucy Liu is the only girl for Bender.",1111
12327,Liu,I love you--,1111
12328,Leela,"Planet Express Ship, is something wrong?",1112
12329,Ship,"Oh, it's Bender. He's acting so strange lately.  Do you think he's going to ask me to marry him?",1112
12330,Leela,"Uh, no.",1112
12331,Ship,"Oh, somebody knows something she's not telling!",1112
12332,Leela,"Look, I'm not saying Bender's not great but have you ever considered that maybe he's, y'know, not that great?",1112
12333,Ship,You're just jealous. No one loves you cause you're tiny and you're made of meat.,1112
12334,Leela,Could you maybe pay a little more attention to these asteroids?,1112
12335,Ship,"Sorry, Captain Leela. I guess I'm just having one of those manic Mondays!",1112
12336,[Scene,Ship flies towards Omicron Persei 8  and lands outside a castle.],1113
12337,Lrrr,"This is ancient Earth's most foolish program. Why does Ross, the largest friend, not simply eat the other five?",1114
12338,Nd-Nd,Perhaps they are saving that for sweeps.,1114
12339,Guard,"Exalted leaders, the Earth messengers have arrived bearing a peace offering from their weak and fearful government.",1114
12340,Lrrr,"Oh, very well. This is a Joey-heavy episode anyway.  I am Lrrr of the planet Omicron Persei 8.",1114
12341,Leela,"Esteemed potentates of Omicron Persei 8, please accept these 20 billion candy hearts as proof that Earth loves you this much!",1114
12342,Lrrr,These candies are choky and unpleasant!,1114
12343,Nd-Nd,"And what is this emotion you humans call ""wuv""?",1114
12344,Lrrr,"Surely it says ""love""?",1114
12345,Nd-Nd,"No, ""wuv"". With an Earth ""W"". Behold!",1114
12346,Lrrr,"This concept of ""wuv"" confuses and infuriates us!",1114
12347,Fry,Incoming torpedoes. Shields at maximum yarnell!,1115
12348,Leela,"Steady, Planet Express Ship. Focus on diverting all power to the scramjets.",1115
12349,Bender,"Uh, look, Planet Express Ship, this might not be the best time, but, well, I really like you and whatever, but, I think we should just be friends.",1115
12350,Ship,Nooo!,1115
12351,Bender,So we're cool?,1115
12352,Leela,"Well, it was a spectacular battle but there doesn't seem to be any permanent damage.",1115
12353,Ship,No damage? What about my feelings?,1115
12354,Leela,"Aw, calm down. I'm sure Bender is taking this just as hard as you are.",1115
12355,Bender,"Bender is great, oh, Bender is great. Bender, Bender, Bender!",1115
12356,Fry,"You could've have picked a better time to dump the ship, Bender!",1115
12357,Bender,"Ah, the moment seemed right. Call me old-fashioned but I like a dump to be as memorable as it is devastating.",1115
