,Quotes,Characters
10393,I know it hurts buddy But at least youre not in a sick relationship with a robot anymore,Bender
10394,Uhhuh And I guess now maybe I can get to know the real Lucy Liu,Fry
10395,Pft Yeah at our wedding,Bender
10399,Oh put down the binoculars Fry The wall of that strip club isnt going to collapse twice in one day,Leela
10400,I know and Ive grown to accept that Now Im more interested in that new pizza parlour across the street Kinda makes me pine for my days as a pizza delivery boy Heres you pizza Id say I didnt order any theyd say And then Id be off to my next adventure,Fry
10401,That story stunk Hand me the binoculars  I think the owner is from Cygnus 5,Leela
10402,Cygnoids On our block Flying foo They should go back where they came from,Farnsworth
10403,Professor please Societys never gonna make any progress until we all learn to pretend to like each other Now lets go over there and make these hideous strangers feel welcome,Leela
10409,Uh  hmm  do you have any food,Fry
10411,I dont mean to offend but this tastes like vomit,Leela
10413,No actually I did mean to offend a little This is awful,Leela
10414,Hey hey Whats wrong Was it something Leela said,Fry
10416,Aw Dont cry foreign people I used to work in a pizzeria and as soon as I stop hallucinating and blasting puke Im gonna teach you to sell pizza Earth style,Fry
10419,For starters only use quality ingredients Case in point,Fry
10421,Most important of all is the big screen TV Human families need a TV when theyre eating so they dont have to talk to each other  Ah the Earthican pastime,Fry
10424,Well if youre going to be Earthicans well have to teach you How about your pizzeria plays a game against Planet Express Oh but youll need nine players,Fry
10427,Go team Beat those no good Cygnoids Show them they stink at a game theyve never played before,Farnsworth
10430,Sorry about that I guess I needed a few more warmup pitches,Leela
10431,No batter No batter  No batter anymore,Bender
10433,I didnt mean to hit you I have some trouble with depth perception,Leela
10435,Hey batter batter batter Hey batter batter batter Hey batter batter  Duck,Bender
10441,Leela you beaned a runin Youd better let me pitch,Fry
10442,But Ive got a nohitter going  Youre right Here,Leela
10446,Wait I know you Youre the sleazebag who owns the Ultimate Robot Fighting League,Bender
10448,The Mets Those bums are worse than me,Leela
10450,You mean Id be the first woman ever to play Major League Blernsball,Leela
10452,Wow The first woman ever to play Major League Blernsball,Leela
10454,Tada The first woman ever to play Major League Blernsball How do I look,Leela
10456,Why is your number seveneighths,Farnsworth
10457,All the whole numbers have been retired,Leela
10458,Wow I must say Im impressed You look just like a ball player Can I pat you on the butt,Fry
10459,Fry Im a professional athlete So go ahead,Leela
10481,Bender how did you get in here,Leela
10482,As your agent I have access to you at all times,Bender
10483,Since when are you my agent,Leela
10484,Quiet call coming in  Yes A big endorsement deal for Leela How much Hey You put a one and two zeroes in front of that or we pass Deal,Bender
10485,Bender thats great How much did you get me,Leela
10487,As a pitcher I serve up plenty of bean balls So I know good beans when I see them BeanBay Beans,Leela
10490,Youre the best babe  Whats that Hey You put a one and two zeroes in front of that or we pass Deal,Bender
10492,A thousand and one pesos,Bender
10493,Yo soy muy malo en lanzar pero yo soy muy bueno en comer frijoles Come los Bean Bay frijoles los frijoles de los reyes,Leela
10498,Aw Sure thing sweetie Who should I make it out to,Leela
10500,Thats a popular name today Little e big B,Leela
10501,Five bucks an autograph 200 fans Add a one and two zeros in front of that and we got ourselves a wad,Bender
10502,Im not doing this for the wad Im doing it for all the struggling female athletes who need a role model,Leela
10506,Oh following in my footsteps,Leela
10508,Alright shows over No refunds You heard the robot Get out,Bender
10509,Im a fool The fans havent been cheering for me theyve been cheering at me,Leela
10511,Thats what makes it so sad I thought I was doing something heroic,Leela
10512,You are What about that little girl you visited in the hospital You know the one I mean The one who died,Bender
10513,Youre right I cant let people down anymore As God as my witness I vow to earn the respect of girls and women everywhere I will become the best blernsball player of all time,Leela
10515,Oh Then I have a new vow I solemnly swear that I will become not the worst blernsball player of all time,Leela
10516,Hey look The players who broke the various colour barriers,Fry
10517,When will Man learn that all races are equally inferior to robots,Bender
10518,Ah here we are The worst player in history If I can be just a little better than him I can slink away with my head held high,Leela
10519,It says he once struck out when his tongue got stuck to an unusually cold bat,Bender
10520,And here he is trying to make a catch with an oven mitt,Fry
10521,Its even a crummy hologram,Leela
10523,Hank Aaron XXIV How could you play so blowfully The original Hank Aaron was great,Fry
10526,So Hank The bad Hank Just how blowful were you,Leela
10529,Leela could beat that Shes pitched her whole career without getting an out,Fry
10532,Look I dont wanna be in this exhibit Thats why I need your help So I can be one tiny iota less pathetic than you,Leela
10535,One thing she can do is lodge a ball in the depth centre of your brain You better get a batting helmet,Bender
10538,You mean keep your eye on the ball,Leela
10540,Pst Youre holding the bat upside down,Fry
10546,I didnt hit the batter For once I was pitching and not just bellyitching,Leela
10549,Hey You opened a franchise,Fry
10561,Come on skipper Its my last chance to prove Im not the worst player ever Please put me in,Leela
10565,Ive been training with Hank Aaron,Leela
10567,Ive been training with a Hank Aaron,Leela
10573,Put it right down the pike,Bender
10574,Strike him out Leela Do it for the hundreds of women everywhere,Fry
10577,Keep cool Shes just like any other player She puts on her sports bra one arm at a time,Leela
10579,Strike one a personal best,Leela
10583,Jackie I guess you were right Im a lousy role model Im sorry,Leela
10587,Oh thats so kind of you I guess I made a difference after all,Leela
10593,Ooh This is it Turn me up,Bender
10595,More like three lockers and a sink,Bender
10596,Bender Did you have something to do with this,Leela
10604,Yeah make me famous big head,Bender
10607,Hey Now what am I supposed to watch and drink all day,Fry
10608,This is an outrage Whats the point of pulling the biggest pool caper ever if nobody knows you did it,Bender
10609,Well theres the material rewards,Fry
10613,Oh fuff Why bother remembering anything Youre just going to forget it five seconds later,Farnsworth
10614,Its so unfair A debonair robot with a zesty inyourface outlook doomed to obscurity like the rest of you especially Leela If I died tomorrow no one would even notice,Bender
10616,How does a nobody like me get famous  Hey look Im stuck But I havent given up hope Call a softnews journalist,Bender
10619,Hey everyone do The Bender This moves called The Bender,Bender
10621,A blank wall Fame is mine,Bender
10622,There Now no one will forget how I lived or my attitude regarding butt,Bender
10625,Im the first one to work A new low,Bender
10628,A surprise funeral For me,Bender
10629,We just wanted to show you that you really will be remembered,Fry
10631,Ooh Cushiony And a minibar,Bender
10632,Dearly beloved we are here today to remember Bender taken from us in the prime of life when he was crushed by a runaway semi driven by the Incredible Hulk,Fry
10633,Aw You knew my favourite cause of death,Bender
10634,Now let us each remember the best things about Bender in our own way Professor,Fry
10635,Your standard bending unit is made of an ironosmium alloy But Bender was different Bender had a point04 nickel impurity,Farnsworth
10638,Eh the Professors was better,Bender
10639,Bender shush Youre supposed to be dead,Leela
10640,Say more about how great I am And wheres the crying You people look like youre waiting for the bus,Bender
10644,Dannyboy Youre at my funeral singing about some dead stiff named Dannyboy You really are a massive bonehead,Bender
10646,Get lost Id say Dont quit your day job but youre awful at that too,Bender
10648,Your best is an idiot Lets pick it up people So far its been crap after crap I croaked now show me some love,Bender
10656,Come on Surely there must be someone here who knows how great I was,Bender
10657,Yes there is Bender Bender was a lot of things to a lot of people But looking back the number one thing I can say about him is this and simply this,Fry
10658,What Thats it Who are you Youre nobody This is the worst funeral ever  I hope youre all happy Youve succeeded in convincing me life is worth living by showing how bad my funeral will suck,Bender
10661,News everyone Today youre going to Osiris 4 to deliver this enormous sandstone block,Farnsworth
10662,I thought something looked different in here,Fry
10663,Hi We have a giant stone to deliver Sign here,Fry
10665,Impressive Whos building it,Leela
10669,Call it a hunch but Ive got a bad feeling about this,Fry
10670,You know the worst thing about being a slave They make you work but they dont pay you or let you go,Fry
10671,Thats the only thing about being a slave,Leela
10673,Incredible This place is just like the Ancient Egypt of my day,Fry
10675,I knew it Insane theories one regular theories a billion,Fry
10678,Look at these swanky tombs These people really know how to die,Bender
10679,Are you crazy They worked thousands of people to death to make these stupid monuments,Leela
10680,Hey you spend your whole life building a guys toe and youre gonna remember him  I think Im gonna like it here,Bender
10685,Pick it up people Were enslaved here to do a job Master Do we have to count to three every time Couldnt we just count to one Or better yet onehalf,Bender
