,Characters,Quotes,Characters_consolidated
6688,LEELA,"Just relax, Bender. Tomorrow we'll pry you down, have a nice breakfast and then go hunt down and slaughter that ancient evil.",LEELA
6689,FRY,"It'll be a rich, full day.",FRY
6690,LEELA,"Well, goodnight. I'm gonna go make my dinners for the next month and freeze them.",LEELA
6692,LEELA,"(shouting) Fry, stay back!",LEELA
6693,FRY,(shouting) You jerk. I thought I was your best friend. What kind of two-timing kill-mobile are you?,FRY
6694,FRY,"I can't believe this. Bender is supposed to murder his closest friend, which I thought was me. But he went straight for you. He didn't even try to second-degree murder me.",FRY
6695,LEELA,Could you give me some help? I think Bender crushed my foot.,LEELA
6697,BENDER,"Oh God. Fry, I'm so glad to see you. I didn't hurt you did I?",BENDER
6698,FRY,"Not physically. But why don't you ask your new best friend, Leela?",FRY
6699,BENDER,I tried to run you over?,BENDER
6700,LEELA,"It was very sweet of you, Bender.",LEELA
6701,BENDER,"Fry, it doesn't mean anything. I have love enough for two.",BENDER
6702,FRY,"Words. Nothing sweet, sweet words that turn into bitter orange wax in my ears.",FRY
6703,LEELA,"Enough with the feelings, you two. If we're gonna cure Bender we've got to go back to the castle and hunt down the original were-car.",LEELA
6709,LEELA,"Now it's daylight, so he should be in robot form. But be careful. Many robots are stupid and violent.",LEELA
6710,BENDER,"(sarcastic) I wish I was stupid and violent. Then we'd see what's what, I'd pound him till -",BENDER
6712,LEELA,"We are not ignorant villagers, we're sophisticated New New Yorkers. Whup his butt!",LEELA
6714,BENDER,"We're whaling on the original were-car, which is you, you jerk.",BENDER
6720,FRY,I once had a best friend who liked to smell things with me.,FRY
6724,BENDER,Let's kick him some more.,BENDER
6726,BENDER,"Whoa, whoa, whoa, whoa. You're a thousand years old? Your bio says you're 27!",BENDER
6728,FRY,"Look, are you the original were-car or not?",FRY
6730,BENDER,Give us a name MacButt!,BENDER
6733,FRY,Knight Rider wasn't evil.,FRY
6736,LEELA,So what happened to Project Satan?,LEELA
6739,LEELA,You guys distract the were-car and I'll kill it by plugging its exhaust pipe with this silver potato.,LEELA
6740,BENDER,"(whispering) Psst, there it is.",BENDER
6741,LEELA,It looks so unhappy. Excuse me? Are you Project Satan?  Don't be afraid. We know what you are.,LEELA
6743,LEELA,Would you like us to...put you out of your misery?,LEELA
6745,BENDER,"Look, everyone love killing people, but I don't wanna hurt my friends.",BENDER
6747,BENDER,"Hey, this is starting to feel pretty good!",BENDER
6749,FRY,"Hey, Project Satan! Over here! I'm a blind pedestrian. 20 points!",FRY
6750,LEELA,"Oh no, there's no exhaust pipe!",LEELA
6752,BENDER,"Oh boy, I feel like a car in a candy store!",BENDER
6753,FRY,"(gasping) Yes! He chose me! He's trying to kill me! Leela, I'm so happy!  (talking) Oh, thanks Bender.  (choking) Too tight! Too tight!",FRY
6756,LEELA,"Bender, you're cured! But what happened to Fry?",LEELA
6757,BENDER,(crying) I must've killed him. He's my best friend and I killed him. I never felt so empty inside.,BENDER
6758,FRY,"Bender, I'm alive!  You didn't hurt me at all. But I know you wanted to, and that's what matters.  Here's to you.",FRY
6759,BENDER,"Hey, that's my last beer, you bastard. I'll kill you!",BENDER
6760,FRY,"I'll kill you too, buddy. I'll kill you too!",FRY
6763,FRY,"Hm, Spider, Hubble, Nitrogum...ooh, Big Pink! It's the only gum with the breath-freshening power of ham.",FRY
6764,BENDER,And it pinkens your teeth while you chew.,BENDER
6766,FRY,I believe you're forgetting about our 5% military discount.,FRY
6768,BENDER,What?! This is the worst kind of discrimination. The kind against me!,BENDER
6771,FRY,"Full price for gum? That dog won't hunt, Monsignor.",FRY
6772,BENDER,Hello. We're here because we...uh...love our planet!,BENDER
6774,FRY,"Just out of curiosity, we could use the cards to buy gum, then immediately quit the army, right?",FRY
6775,BENDER,"You know, playing you all for chumps?",BENDER
6779,FARNSWORTH,"Now be careful, Fry. And if you kill anyone, make sure to eat their heart, to gain their courage. Their rich, tasty courage.",FARNSWORTH
6781,LEELA,I wanna enlist. My friends always die if I'm not there to save them.,LEELA
6785,LEELA,"You know, Zapp, someone ought to teach you a lesson.",LEELA
6789,BENDER,"Great, we're gonna die.",BENDER
6790,FRY,And this ham gum is all bone.,FRY
6797,FRY,"Uh, just so we'll know, who's the enemy?",FRY
6801,FRY,Whoa! Check out that guy. He makes Speedy Gonzales look like Regular Gonzales.,FRY
6804,LEELA,"(disguised, deeper voice) Uh, sorry, sir. I was still in attack mode. You know how testosterone is.",LEELA
6806,LEELA,"(disguised, deeper voice) Lee --  ..la...man. La Man...Lemon! Lee Lemon, sir.",LEELA
6808,LEELA,"(disguised, deeper voice) Pert and Popular, sir.",LEELA
6816,FRY,Mind if we sit with you?,FRY
6817,LEELA,"(disguised, deeper voice) Uh, hey, why the hell would I? We're all guys here. Sweaty, hairy, gassy guys.",LEELA
6819,BENDER,"You're my kind of soldier, Lemon. A foul-mouthed, barrel-chested, beer-bellied pile of ugly muscle.",BENDER
6821,FRY,"Well, I sort of a have a thing for this girl I work with.",FRY
6822,LEELA,"Really? (disguised, deeper voice) What type is she? You know, blonde, or Chinese, or cyclops?",LEELA
6824,LEELA,"(disguised, deeper voice) Aw, she sounds sweet.",LEELA
6825,BENDER,"But sweet girls aren't for you, eh? You hard-fighting, hard-farting, ugly, ugly son of a --",BENDER
6826,LEELA,"(disguised, deeper voice) Stop! Stop flattering me!",LEELA
6828,LEELA,"(disguised, deeper voice) Sir, the alarm. I think I'd better --",LEELA
6834,FRY,And then the battle's not so bad?,FRY
6838,FRY,The enemy! They're balls!,FRY
6845,BENDER,"Hey, I think your son might also like those boots.",BENDER
6848,BENDER,"If they put me on a stamp, tell them to use the young Bender.",BENDER
6863,FRY,That doesn't sound too bad.,FRY
6876,BENDER,I got wheels! With clickety-clack-ers.,BENDER
6892,FRY,"(singing) I'm walking on sunshine, whoa-oh.",FRY
6894,LEELA,"(disguised, deeper voice) Maybe you should put on a towel, sir.",LEELA
6901,LEELA,"(disguised, deeper voice) Bomb?! What bomb?",LEELA
6910,LEELA,"(disguised, deeper voice) Uh, commander? Could you tell me when the bomb is exploding?",LEELA
6912,FRY,What's the word...uh...sir?,FRY
6917,BENDER,"My chair's too hard. It's a real pain in the...uh, whattya call it? Lower back! Yeah, that whole region.",BENDER
6918,FRY,"OK, I gotta break down that gate, beat up those three guards, steal that chopper and rescue Bender.  Hey, I did it! Wait, that's not me.",FRY
6919,LEELA,(shouting) Come on. We gotta save Bender.,LEELA
6920,FRY,"You wanna save him too, Lemon? You barely know him.",FRY
6921,LEELA,"Fry, don't you recognise me?",LEELA
6928,LEELA,Let's do it again sometime.,LEELA
6931,BENDER,"These balls are making me testy. If they don't stop bouncing and jiggling, I swear I'm gonna shove this treaty up their -- Wait a second. Where do you shove things up a ball?",BENDER
6933,LEELA,We're here. I followed the bouncing balls.  I'll keep the chopper at a safe altitude while you parachute down.,LEELA
6934,FRY,"OK, my best friend's life is at stake. I can finally prove that I'm not a coward. Will you push me?",FRY
6935,LEELA,(shouting) I already did!,LEELA
6936,FRY,"(shouting) Thank you!  At last, war has made me into a man.",FRY
6939,BENDER,Enough of this crap! I'm catching the next pimpmobile outta here! But before I go I have one thing to say.  Bite my shiny metal --,BENDER
6940,FRY,Stop! You can't say the next word.,FRY
6941,BENDER,"Up yours, chump, I said it 906 times before lunch.",BENDER
6942,FRY,"Bender, if you say the A-word and you'll blow this planet straight to the H-word!",FRY
6944,BENDER,"Bender's got the upper hand now.  The name of the game is ""Make Bender Happy Or He Blows Up The Planet"".  I'd rather die and take everybody with me than sit here one more minute listening to these idiots talk about bouncing!",BENDER
6946,BENDER,"That's it, I'm saying it! A is for --",BENDER
6948,FRY,"All right! Hey. Wait a minute! This is your home planet? We're the evil, invading aliens?",FRY
6950,BENDER,Then I guess you learned a valuable lesson: Don't mess with Earth.,BENDER
6952,BENDER,Get the hell off my planet.,BENDER
6953,FARNSWORTH,"Well, that's it. Let's reactivate him. (shouting) Wake up!",FARNSWORTH
6954,BENDER,"Hey, chumps and chumpettes. Did you get the bomb out? Can I go back to saying the word I love to say?",BENDER
6956,FARNSWORTH,It's stuck in there with glue or something. I don't know.,FARNSWORTH
6957,BENDER,"(ironic) Well, this is just great! What's the point of living if I can't say ""ass""? Hey, I didn't blow up! Ass, ass, ass, ass, ass! Alright! I'm back in the saddle!",BENDER
6958,LEELA,We couldn't disarm the bomb so we reset the word that triggers it.,LEELA
6960,BENDER,"That's using your ass. So, what's the word?",BENDER
6962,BENDER,"Oh, come on. I'm not gonna say it. Please? Oh, is it ""please""?",BENDER
6964,BENDER,"Hm, words I never say. Oh, I know! ""Thanks""!",BENDER
6965,LEELA,"Bender, stop trying to destroy the world.",LEELA
6966,BENDER,"Wait, wait, wait, wait. Is it ""sorry""? No. ""Funderful""? Uh, ""nonalcoholic""?",BENDER
6971,BENDER,"(from lab) ""Compassion""? ""Shrimptoast""? ""Antiquing""?  I'm alright!",BENDER
6974,FRY,"Giant Space Robot, this is Captain Fry of the USS Planet Express Ship; We come in peace.",FRY
6976,FRY,"Well, we destroyed the toy spaceship. Now what are we gonna do?",FRY
6977,BENDER,"Hey, look! The keys to the real spaceship.",BENDER
6978,FRY,Do you think we should?,FRY
6980,FARNSWORTH,"Leela, have you seen the keys to the spaceship?",FARNSWORTH
6981,LEELA,I must've left them onboard.,LEELA
6982,FARNSWORTH,"Eh, wha'? I mean, what?",FARNSWORTH
6983,LEELA,Relax. The ship's not going anywhere. I anchored it with the unbreakable diamond tether.,LEELA
6989,BENDER,"Hey, Fry, I'm steering with my ass!",BENDER
6990,FRY,That's the best thing I ever saw!,FRY
6995,BENDER,And no one suspects a thing!  Whoa! And that's how we learned our lesson!,BENDER
6996,FARNSWORTH,You've gone too far this time - all three of you!,FARNSWORTH
6998,FARNSWORTH,"You left the keys in the ignition. I mean, look at those two. Wasn't it obvious what would happen?",FARNSWORTH
7000,BENDER,We're all very disappointed in you.,BENDER
7001,FARNSWORTH,"I should fire you three right now, but I'm just not that cold-hearted.",FARNSWORTH
7004,FARNSWORTH,"Yes, yes! Let's all talk to Zoidberg.",FARNSWORTH
7006,FARNSWORTH,"So, Zoidberg. What's new?",FARNSWORTH
7009,FRY,"What are we supposed to do for money? All I've got is my frequent taffy eater's card, my first moustache......and this picture of me and my old girlfriend, Michelle, and that ski instructor she was just friends with.",FRY
7010,BENDER,"Pardon me, brother. Care to donate to the Anti-Mugging-You Fund?  Ow!",BENDER
7011,LEELA,"We don't need to beg, Bender. For God's sake, we're not veterans!",LEELA
7012,FRY,"Well, what do you suggest? A daring daylight robbery of Fort Knox on elephant-back? That's the dumbest thing I ever heard!",FRY
7015,LEELA,"Fortunately, I still have our old career chips.",LEELA
7017,LEELA,Career chips.  You remember? They assign you the job you're best at.  I tried to give you one and you ran away.  It's how we met!,LEELA
7018,FRY,And then what happened?,FRY
7019,LEELA,Just give me your hand.,LEELA
7022,LEELA,I'd like to reapply for my old job: Counselling defrostees and assigning them careers.,LEELA
7024,LEELA,"Monday Monkey lives for the weekend, sir.",LEELA
7026,LEELA,Delivery boy? I must have mixed up the chips. It's a simple mis -,LEELA
7030,BENDER,"Hey, let's see what it says about me.",BENDER
7033,FRY,"Hey, I was frozen. I think I know what people wanna hear when they first wake up.  Bathroom's that way.",FRY
7034,FRY,"So, while you're on the Probulator, tell me, what brings you to the future?",FRY
7036,FRY,"Nope. Straight line.  Ah, the Probulator's done.",FRY
7038,FRY,"Oh, wait, it hasn't started yet.  OK, it's about to start.",FRY
7039,BENDER,"Welcome to the future, human slave. Ah, relax, chum. I'm not really a giant fly!  I'm a horrible robot!  Kill all humans!",BENDER
7041,BENDER,"Ah, they'll probably find a cure for that in the future.",BENDER
7043,BENDER,"Oh, good. Then you won't mind if I use this.",BENDER
7044,FRY,Nothing like a power nap.,FRY
7046,BENDER,"Stay beautiful, doll-face!  That Probulator sure knows how to please a man. So, what's for lunch?",BENDER
7048,LEELA,"Pizza delivery for...I.C. Wiener.  Yeah, very funny. Now cough up the $12.95.",LEELA
7049,FRY,"Sorry, but if it's not here in half an hour, it's free.",FRY
7050,LEELA,It's only been 23 minutes.,LEELA
7051,FRY,"Well, uh, I've got 33 minutes.",FRY
7053,FRY,"OK, I'll fight the box. I think I can take him.",FRY
7054,LEELA,"Fry, just pay me. I still owe 30 bucks on this uniform.",LEELA
7056,BENDER,Who should be unfreeze next?,BENDER
7057,FRY,"No.  No!  Oh, my God! It's Pauly Shore!",FRY
7059,FRY,"Mr. Shore, I loved you in Bio-Dome. You sure caused some trouble in that bubble!",FRY
7061,FRY,"Hey, now that you're in the future, you can go live in an actual bio-dome!",FRY
7063,FRY,Oh.  How did you wind up getting frozen?,FRY
7067,FRY,I woke you up early so we could hang out and do stuff.,FRY
7071,FRY,Showtime! (hoarse) I'll pretend to be dying of space plague.,FRY
7076,FRY,I don't know. Is it really you?,FRY
7080,FRY,"I don't get it, Michelle. The last time I saw you, you were doing great. You had just dumped me and you were well on your way to getting you life back on track. Why'd you freeze yourself?",FRY
7092,FRY,Aww. So you froze yourself to come look for me?,FRY
7094,FRY,"That's the same reason they kept me out of school. So, no one even cared that I was gone?",FRY
7098,FRY,Not everything. There's still a roach problem.,FRY
7101,FRY,"Nowadays, people aren't interested in art that's not tattooed on fat guys.",FRY
7103,LEELA,"Please, professor. Give us our jobs back. We deserve another chance.",LEELA
7104,BENDER,"Yeah, and if you won't give me another chance, perhaps you'd give one to......Og, gorilla emperor of Earth!",BENDER
7105,FARNSWORTH,"I'm sorry, Og, but I've got a new crew.",FARNSWORTH
7106,FARNSWORTH,"So, how was delivery to Fantasy Planet, where everyone's fantasies come to life?",FARNSWORTH
7110,FARNSWORTH,"You see, Og? Everything's running smoothly, yes. And with Fry fired, I can finally leave my jigsaw puzzles out without him eating the pieces.",FARNSWORTH
7111,LEELA,Forget about Fry. You can hire us back and he'd never have to know.,LEELA
7114,BENDER,"So, as Leela was saying, Fry can go shove a big old - Ow!",BENDER
7115,FRY,"I'm glad you're all here. I wanted to introduce you to my on-again-off-again girlfriend of the past thousand years, Michelle.  Michelle, this is Leela. This is Bender.  The professor.  Hermes and Amy.",FRY
