,Characters,Quotes,show
2656,bartlet,"The commandment does not say, “Thou shalt not kill.” It says, “Thou shalt not murder.”",west_wing
2658,bartlet,"We make it very hard to kill anybody in this country, Toby.",west_wing
2661,bartlet,"I commute this guy, for no particular reason other than I don’t like the death penalty...",west_wing
2662,bartlet,And the next President sees it in a different way. I’ve laid track to all kinds of...  The next guy is gonna have eighth amendment problems up the ass.,west_wing
2663,bartlet,We cannot execute some people and not execute others depending on the mood of the Oval  Office. It’s cruel and unusual. ,west_wing
2664,bartlet,"Okay. Give me a minute please, Nancy. ",west_wing
2674,bartlet,Thanks for coming all this way down.,west_wing
2675,bartlet,"Yeah, it seems like a wasted trip.",west_wing
2676,bartlet,You’re looking at the room.,west_wing
2677,bartlet,We don’t use the red phone anymore.,west_wing
2678,bartlet,I tell Mrs. Landingham I want to talk to the Kremlin. Would you like a drink?,west_wing
2679,bartlet,"To be honest, I prefer Mr. President.",west_wing
2680,bartlet,"You understand why, right?",west_wing
2681,bartlet,There are certain decisions I have to make while I’m in this room. Do I send troops  into harm’s way? Which fatal disease gets the most research money?,west_wing
2682,bartlet,It’s helpful in those situations not to think of yourself as the man but as the office.,west_wing
2683,bartlet,I want you to know that I had a number of people on my staff search for a reason the  public would find palatable to commute the sentence. A technicality. Any evidence of  racism.,west_wing
2684,bartlet,"I’m the leader of a democracy, Tom. Seventy-one percent of the people support capital  punishment. People have spoken. The courts have spoken.",west_wing
2685,bartlet," Oh, for crying out loud, Tom. I open my mouth and say, “Somebody get me the Pope.”",west_wing
2686,bartlet,"Anyway. I looked for a way out, I really did.",west_wing
2687,bartlet,"I did, Tom. I know it’s hard to believe, but I prayed for wisdom.",west_wing
2688,bartlet, It never has. And I’m a little pissed off about that. ,west_wing
2689,bartlet,"Bless me, Father, for I have sinned...",west_wing
2740,bartlet," “When reporters confronted Secretary O’Leary in a hallway outside the hearing  room, she defended...” Oh come on!",west_wing
2742,bartlet,Yeah.  “If the shoe fits.” Is that the best she could do? ,west_wing
2744,bartlet,"Let me say that I have great confidence in Deborah O’Leary. She’s done a terrific job  at HUD, helping thousands of people make the very difficult transition from joblessness  and homelessness to more fulfilling and productive lives.",west_wing
2745,bartlet,"I was hoping you weren’t going to notice that, Danny.",west_wing
2746,bartlet,"Then I will tell you that I agree the Republican Party does not have a comprehensive  program for combating poverty in this country. That being said, there are countless  Republicans who are working very hard to change their party’s legacy on some of these  issues. And I hope to be working with them to do just that.",west_wing
2748,bartlet,"Frankly, I think she went too far in assigning motive to Congressman Wooden and the  Republican Party.",west_wing
2749,bartlet,She’ll be meeting with Leo McGarry.,west_wing
2750,bartlet,An apology’d be appropriate.,west_wing
2751,bartlet, That went pretty well.,west_wing
2849,bartlet,What could you possibly want right now?,west_wing
2850,bartlet,"I mean, what in the name of everything holy could you want right now?",west_wing
2851,bartlet,And what could you possibly want?,west_wing
2853,bartlet," Charlie, are you aware you’re committing  a federal crime right now?",west_wing
2854,bartlet,"How did you know the First Lady wasn’t going to be naked when you came in here?   Come to think of it, where the hell is my wife?",west_wing
2857,bartlet,"I’m tired, I’m cranky, and my wife’s in Argentina. Let’s get this over with.",west_wing
2858,bartlet,What kind of incidents?,west_wing
2861,bartlet,I have a secret plan to fight inflation?,west_wing
2862,bartlet,Why am I gonna be reading that I do?,west_wing
2864,bartlet,You told the press I have a secret plan to fight inflation?,west_wing
2866,bartlet,"Josh, I’m a little confused.",west_wing
2868,bartlet,"Okay, before we go on. C.J., if blood is gushing from the head wound you just received  from a stampeding herd of bison, you’ll do the press briefing.",west_wing
2869,bartlet,A secret plan to fight inflation?,west_wing
2872,bartlet,"Are you telling me that not only did you invent a secret plan to fight inflation, but  now you don’t support it?",west_wing
2876,bartlet,You said you were gonna fix it.,west_wing
2877,bartlet,"It’s broken again, Leo.",west_wing
2879,bartlet,"We will have the first of what I think will a series of discussions about professionalism  another time, Toby. Where is Mendoza?",west_wing
2880,bartlet,Is he coming in from Neptune?,west_wing
2881,bartlet,"Okay. We will wait for Mendoza. In the meantime, C.J., you will untangle the Press Corps.",west_wing
2882,bartlet,And we will hope that nothing happens today to make this any worse. Although I certainly  wouldn’t bet the house on it. That is all.,west_wing
2898,bartlet,I don't like putting him in this position.,west_wing
2899,bartlet,I just don't want you to think that I'm getting any pleasure in putting him in this  position.,west_wing
2900,bartlet,I mean it's ironic that it all comes down to a vote on the ethanol tax credit.,west_wing
2901,bartlet,Are you being brusque with me?,west_wing
2902,bartlet,I'm just saying you can't blame me. It's what you get from having an even number  of senators.,west_wing
2903,bartlet,That's what I usually do.,west_wing
2904,bartlet," Ron, am I going to meet her on the plane?",west_wing
2905,bartlet, Zoey got a new agent on her detail.,west_wing
2906,bartlet,Have you seen these new agents?,west_wing
2907,bartlet,"They've got the hair, the backpacks, the clothes. Walking around campus strapped to a  44 magnum.",west_wing
2908,bartlet,"Let me tell you something, when it's your kid, you don't want them blending in. You  want them wearing a sign that says, ""I'm carrying a loaded gun, and the safety's off.""",west_wing
2909,bartlet,I want to come home after the fundraiser.,west_wing
2910,bartlet,"Your impersonation of my mother is getting sharper and sharper, you know that?",west_wing
2911,bartlet,I'll see you tomorrow. ,west_wing
2912,bartlet,C.J.! Charlie! My flying companions!,west_wing
2916,bartlet,"Oh, it's going to be great. We're going to race the sun to the pacific horizon!",west_wing
2918,bartlet,"Morning, Everyone. Sam, it's going to be 50-50 on the ethanol tax credit.",west_wing
2919,bartlet,"Make all the calls you want, it's going to be 50-50.",west_wing
2921,bartlet,You two are so freaked out about this Al Kiefer meeting.,west_wing
2922,bartlet,"We'll listen to him, Josh.",west_wing
2923,bartlet,"You two want to see the best part about having my job?   Colonel, this is the president. I'm ready to go.",west_wing
2935,bartlet," I'm sorry we haven't had a chance to meet before now. You've been with  Zoey's detail, what?",west_wing
2936,bartlet,You were a Mountaineer.,west_wing
2937,bartlet,"So, you were commissioned a second lieutenant?",west_wing
2938,bartlet,How long have you trained for this assignment?,west_wing
2939,bartlet,"What, were you the first one to sign up?",west_wing
2940,bartlet,"You know Zoey's dating my body man, Charlie Young, right?",west_wing
2941,bartlet,You know about the letters?,west_wing
2942,bartlet,Are they white supremacists?,west_wing
2943,bartlet,"You don't have an artist's sketch, or psychological profiles, or anything?",west_wing
2944,bartlet,"Okay. Zoey's 19 and she wants to be a teenager. She wants a college experience, and  I can't blame her. I loved college. So did my other daughters. I want Zoey to be  comfortable with her protection, I don't want her to try and give you the slip. It's  not your job to tell me she wants to cut English Lit, it's not your job to tell me if  she's dying her hair blue, or going to a strip club, or whatever it is she's doing  with her friends. You know what your job is.",west_wing
2945,bartlet,"If she's cutting English Lit, I want to know about it.",west_wing
2986,bartlet,"I'm sorry. I've actually been told that I have to go now. This is a debate that is  obviously going to continue in town halls, city halls, state legislatures, and the U.S.  House of Representatives. There is a population in this country that seems to focus so  much time and energy into this conversation, so much so that I am forced to ask this  question -- is there an epidemic of flag burning going on that I'm not aware of? ",west_wing
2987,bartlet,"I mean it, man, is there an emergency-level outbreak of flag desecration no one's kept  me posted on? ",west_wing
2989,bartlet,"Toby, there is no reason for you to feel threatened by Al Kiefer. ",west_wing
2990,bartlet,Excellent. Because we're doing it over lunch. ,west_wing
2992,bartlet,"Better, yet, Charlie, where is Zoey having lunch? ",west_wing
2993,bartlet,"That supposed to be a good place, Sam? ",west_wing
2994,bartlet,Is that an L.A. experience? ,west_wing
2995,bartlet,"Well, there aren't going to be any people today. ",west_wing
2996,bartlet,"Sounds like fun, doesn't it? ",west_wing
2997,bartlet,"Yeah, but the hotel wouldn't make the guacamole right in front of me. ",west_wing
2999,bartlet,We can do it in the car. Who's talking to Leo? ,west_wing
3000,bartlet,"You come in the car, too. ",west_wing
3002,bartlet, Those people over there don't like me too much. ,west_wing
3004,bartlet,"You would honestly think there was an epidemic of flag burning going on, endangering  countless lives in this country. ",west_wing
3006,bartlet,"I'm having lunch with my daughter, Toby. You guys are going to sit with Kiefer, and  let me know what's worth listening to. ",west_wing
3008,bartlet,"No, and you know why? Because you made fun of the guacamole. ",west_wing
3009,bartlet,I could tell you were thinking it. ,west_wing
3010,bartlet,"Surprised you for lunch, I know, I'm the best. ",west_wing
3011,bartlet,"Yeah, but on the other hand, the guy made guacamole right in front of us. ",west_wing
3012,bartlet,This is father/daughter fun time. ,west_wing
3013,bartlet,"Oh, you know, I hadn't thought about that.  Now that you mention it, yeah,  I think you're right. ",west_wing
